WDJname,GaiaEDR3,Pwd,amax,MassH,e_MassH,MassHe,e_MassHe,Massmix,e_Massmix,rgeo,Radius (pc),Radius (m),Mass (kg)
WDJ004643.86-171716.37,2.37E+18,0.997647,0.655232,0.61215,1.04E-01,0.561703,0.098271,,,76.68456,0.0502462,1.55E+15,1.16E+30
WDJ003257.09+232916.45,2.81E+18,0.966549,1.136097,0.612159,4.45E-01,0.514293,0.411872,0.479468,0.472853,444.4742,0.5049657,1.56E+16,1.16E+30
WDJ003349.46-203906.37,2.36E+18,0.988688,0.882897,0.612159,2.69E-01,0.552084,0.262977,,,187.0641,0.1651583,5.10E+15,1.16E+30
WDJ002741.89-184043.82,2.36E+18,0.999161,0.254959,0.612194,7.82E-02,0.579875,0.093357,0.579572,0.094845,234.4509,0.0597754,1.84E+15,1.16E+30
WDJ004510.72+342805.00,3.62E+17,0.99745,0.515577,0.61226,3.27E-01,0.589571,0.470589,0.590811,0.481578,539.9747,0.2783985,8.59E+15,1.16E+30
WDJ002805.28-342853.76,5.01E+18,0.980713,0.900189,0.612423,3.66E-01,0.544872,0.348207,0.486956,0.416625,437.3584,0.3937051,1.22E+16,1.16E+30
WDJ004037.23+541105.99,4.18E+17,0.997297,0.462187,0.612774,1.39E-01,0.555326,0.10975,,,93.10474,0.0430318,1.33E+15,1.16E+30
WDJ004848.74+563946.81,4.24E+17,0.997593,0.341407,0.612953,1.70E-01,0.644148,0.204151,0.646495,0.205581,368.1908,0.1257029,3.88E+15,1.16E+30
WDJ003032.55-545103.05,4.92E+18,0.9922,0.170456,0.613063,5.74E-02,0.554233,0.058656,0.465393,0.028338,101.111,0.017235,5.32E+14,1.16E+30
WDJ003424.96+065716.46,2.56E+18,0.972542,1.273923,0.61312,4.18E-01,0.552931,0.409503,0.462215,0.37409,295.3666,0.3762742,1.16E+16,1.16E+30
WDJ004434.77-114836.05,2.38E+18,0.996672,0.181821,0.613241,3.43E-02,0.553063,0.032805,,,36.89688,0.0067086,2.07E+14,1.16E+30
WDJ004717.15-435316.30,4.99E+18,0.968842,1.001211,0.613513,3.80E-01,0.58368,0.362146,0.482189,0.344958,361.8867,0.3623248,1.12E+16,1.16E+30
WDJ002921.43+211447.96,2.80E+18,0.990588,0.801422,0.613894,2.17E-01,0.55495,0.208061,,,170.2122,0.1364118,4.21E+15,1.16E+30
WDJ003243.11-202843.27,2.36E+18,0.966112,3.323716,0.614127,4.89E-01,0.557153,0.490281,,,427.1023,1.419564,4.38E+16,1.16E+30
WDJ003138.31-535310.82,4.92E+18,0.990394,0.487204,0.614132,1.88E-01,0.55353,0.170453,0.465395,0.149467,195.8812,0.0954341,2.95E+15,1.16E+30
WDJ002632.93-115449.19,2.42E+18,0.99944,0.102385,0.614455,2.60E-02,0.606116,0.03611,0.606773,0.036717,104.272,0.0106759,3.29E+14,1.16E+30
WDJ003452.86+714844.26,5.36E+17,0.998962,0.165369,0.61446,9.01E-02,0.634133,0.085335,0.638222,0.085794,299.3477,0.0495028,1.53E+15,1.16E+30
WDJ003526.06-513759.51,4.93E+18,0.999767,0.117683,0.614527,5.10E-02,0.660724,0.074335,0.662666,0.074874,206.2084,0.0242672,7.49E+14,1.16E+30
WDJ003834.97+464336.25,3.90E+17,0.984635,0.491091,0.614535,2.41E-01,0.550767,0.222734,0.494,0.188146,204.1381,0.1002504,3.09E+15,1.16E+30
WDJ003430.94+185454.73,2.79E+18,0.985227,0.624417,0.614572,2.75E-01,0.544599,0.315746,0.534313,0.368054,392.9893,0.2453892,7.57E+15,1.16E+30
WDJ004538.86-763502.66,4.64E+18,0.996537,0.332523,0.614653,9.26E-02,0.557136,0.088084,,,79.72382,0.02651,8.18E+14,1.16E+30
WDJ003038.96+785424.61,5.65E+17,0.928901,1.015615,0.614705,4.19E-01,0.55255,0.437236,,,524.2341,0.5324199,1.64E+16,1.16E+30
WDJ003548.17+800914.20,5.65E+17,0.997356,0.422164,0.614827,1.82E-01,0.65979,0.200576,0.663593,0.20152,396.2933,0.1673007,5.16E+15,1.16E+30
WDJ004422.50+355054.77,3.66E+17,0.98825,0.697334,0.614858,2.22E-01,0.554748,0.212877,,,177.0108,0.1234357,3.81E+15,1.16E+30
WDJ003138.48+123424.66,2.78E+18,0.991167,0.80855,0.614868,3.42E-01,0.572861,0.430982,0.572203,0.437633,471.1598,0.3809562,1.18E+16,1.16E+30
WDJ003944.05-081626.56,2.52E+18,0.996277,0.40082,0.614873,1.00E-01,0.542932,0.087617,0.504907,0.089956,223.4178,0.0895503,2.76E+15,1.16E+30
WDJ004659.92-061559.77,2.52E+18,0.99073,1.006782,0.614909,2.21E-01,0.55301,0.208482,,,164.8839,0.1660021,5.12E+15,1.16E+30
WDJ004029.33+481558.65,3.90E+17,0.999265,0.186037,0.615013,9.50E-02,0.617904,0.140362,0.61945,0.143448,256.3848,0.0476971,1.47E+15,1.16E+30
WDJ002548.46-264827.22,2.32E+18,0.991618,0.450271,0.615087,1.53E-01,0.556841,0.136637,0.470428,0.112417,143.9319,0.0648084,2.00E+15,1.16E+30
WDJ002856.25+300002.03,2.86E+18,0.987854,0.893073,0.615256,2.63E-01,0.557572,0.255854,0.471177,0.230782,228.971,0.2044878,6.31E+15,1.16E+30
WDJ004144.66+053701.63,2.56E+18,0.999005,0.447163,0.615319,1.76E-01,0.575486,0.194882,0.575839,0.196437,319.7562,0.1429831,4.41E+15,1.16E+30
WDJ004850.53+293317.97,3.12E+17,0.980832,1.060928,0.615446,3.50E-01,0.56005,0.340525,0.470478,0.312003,264.8639,0.2810015,8.67E+15,1.16E+30
WDJ003130.26+310659.72,2.86E+18,0.992061,0.520678,0.615474,1.77E-01,0.549859,0.163286,,,126.5146,0.0658734,2.03E+15,1.16E+30
WDJ002743.55+485705.17,3.91E+17,0.989698,0.996409,0.61554,4.37E-01,0.574458,0.48403,0.574382,0.486912,2076.652,2.0691945,6.39E+16,1.16E+30
WDJ003300.79+145109.76,2.78E+18,0.994282,0.262767,0.615555,3.49E-02,0.550656,0.036569,,,64.35611,0.0169107,5.22E+14,1.16E+30
WDJ002834.88+511516.44,4.16E+17,0.996064,0.463284,0.615717,1.79E-01,0.571847,0.186391,0.571218,0.191585,381.8991,0.1769278,5.46E+15,1.16E+30
WDJ002926.95-732531.24,4.69E+18,0.993874,0.984889,0.615814,3.27E-01,0.5094,0.334504,0.480688,0.394694,515.0875,0.5073039,1.57E+16,1.16E+30
WDJ004315.96-442513.12,4.98E+18,0.980926,1.467817,0.615873,3.51E-01,0.552884,0.346979,,,263.1204,0.3862124,1.19E+16,1.16E+30
WDJ003900.92+092325.15,2.75E+18,0.997319,0.331993,0.616061,9.21E-02,0.549756,0.09095,0.535677,0.099443,229.5763,0.0762177,2.35E+15,1.16E+30
WDJ004310.18-435912.71,4.98E+18,0.995553,0.74105,0.616063,1.87E-01,0.5566,0.165162,,,134.6517,0.0997837,3.08E+15,1.16E+30
WDJ003403.68-342343.61,5.01E+18,0.99168,0.227907,0.616072,7.72E-02,0.555255,0.077393,0.461979,0.040168,108.7308,0.0247805,7.65E+14,1.16E+30
WDJ003009.20+455905.78,3.89E+17,0.942705,1.662331,0.616146,5.40E-01,0.578246,0.535148,,,2227.532,3.7028934,1.14E+17,1.17E+30
WDJ004304.74-380314.30,5.00E+18,0.9687,1.031296,0.616173,4.78E-01,0.554909,0.466909,0.460406,0.430287,307.4821,0.317105,9.79E+15,1.17E+30
WDJ003759.87-690005.31,4.70E+18,0.99627,0.213811,0.616286,3.39E-01,,,,,818.1467,0.1749288,5.40E+15,1.17E+30
WDJ004713.82+225208.96,2.80E+18,0.994307,0.323907,0.616382,8.91E-02,0.534049,0.067354,0.485565,0.05664,137.2579,0.0444588,1.37E+15,1.17E+30
WDJ004927.04+241042.32,2.80E+18,0.989628,0.366834,0.61651,1.64E-01,0.538955,0.129408,0.48514,0.11928,213.9435,0.0784818,2.42E+15,1.17E+30
WDJ002619.66+101511.17,2.75E+18,0.975701,1.110959,0.61654,3.55E-01,0.560322,0.34305,0.466377,0.312183,252.8955,0.2809565,8.67E+15,1.17E+30
WDJ003418.29-462006.04,4.98E+18,0.993717,0.31024,0.616626,1.27E-01,0.525436,0.094892,0.479813,0.082438,250.5123,0.0777189,2.40E+15,1.17E+30
WDJ003012.09+815031.29,5.67E+17,0.99969,0.13711,0.616692,5.02E-02,0.680374,0.046905,0.684504,0.047138,207.3505,0.0284298,8.77E+14,1.17E+30
WDJ002529.36+195957.11,2.80E+18,0.982959,1.085683,0.616963,4.19E-01,0.581909,0.486328,0.578611,0.512093,624.5959,0.678113,2.09E+16,1.17E+30
WDJ004103.06+685034.94,5.30E+17,0.994024,0.349199,0.617069,1.27E-01,0.552625,0.119026,0.528223,0.137206,281.2884,0.0982256,3.03E+15,1.17E+30
WDJ004237.36+414242.31,3.81E+17,0.959582,1.191272,0.617087,5.46E-01,,,,,1043.876,1.2435399,3.84E+16,1.17E+30
WDJ003928.96-240527.41,2.35E+18,0.999774,0.183756,0.617134,7.21E-02,0.686208,0.091928,0.688158,0.093047,236.3845,0.0434371,1.34E+15,1.17E+30
WDJ004846.74+501643.55,4.15E+17,0.980016,0.8403,0.61716,3.38E-01,0.569774,0.326074,0.474088,0.298577,308.012,0.2588225,7.99E+15,1.17E+30
WDJ004501.27-470030.24,4.98E+18,0.995461,0.080225,0.617233,2.66E-02,0.539757,0.025062,0.487744,0.004511,94.50362,0.0075816,2.34E+14,1.17E+30
WDJ004726.34-855942.59,4.62E+18,0.974899,1.177888,0.617274,3.49E-01,0.554216,0.338192,0.46661,0.329121,228.9127,0.2696334,8.32E+15,1.17E+30
WDJ004409.40+302852.27,3.60E+17,0.988736,0.469303,0.617383,2.26E-01,0.534527,0.185157,0.483114,0.186782,238.6527,0.1120004,3.46E+15,1.17E+30
WDJ003004.29-693145.44,4.70E+18,0.989165,0.498166,0.617414,2.25E-01,0.536291,0.19193,0.490636,0.211134,289.2163,0.1440777,4.45E+15,1.17E+30
WDJ002758.75-111404.23,2.42E+18,0.990941,0.774766,0.617521,2.16E-01,0.556452,0.204978,,,162.9526,0.1262501,3.90E+15,1.17E+30
WDJ003119.82+225035.00,2.81E+18,0.996499,0.728766,0.617691,1.46E-01,0.571722,0.117844,,,89.67899,0.065355,2.02E+15,1.17E+30
WDJ003814.84+484910.39,3.91E+17,0.995235,0.698448,0.617751,1.47E-01,0.551503,0.123895,,,118.9808,0.0831019,2.56E+15,1.17E+30
WDJ004529.96-602759.20,4.90E+18,0.995458,0.224382,0.617863,9.41E-02,0.521546,0.070561,0.487166,0.068428,187.9569,0.0421741,1.30E+15,1.17E+30
WDJ003030.24+513129.37,4.16E+17,0.996985,0.429149,0.617867,1.15E-01,0.57031,0.107864,,,84.43614,0.0362357,1.12E+15,1.17E+30
WDJ003409.90-555953.40,4.92E+18,0.990425,0.20124,0.617974,8.15E-02,0.554843,0.081623,0.491963,0.044681,137.476,0.0276657,8.54E+14,1.17E+30
WDJ004530.52+705014.05,5.36E+17,0.995628,0.185148,0.618053,5.99E-02,0.540115,0.072012,0.527129,0.067217,192.9919,0.0357321,1.10E+15,1.17E+30
WDJ004044.44+565432.33,4.25E+17,0.999797,0.081882,0.618093,2.34E-02,0.648564,0.036929,0.650885,0.037269,128.0347,0.0104837,3.24E+14,1.17E+30
WDJ003124.91+221823.53,2.80E+18,0.993987,0.18931,0.618127,3.11E-02,0.553462,0.03275,,,50.71661,0.0096012,2.96E+14,1.17E+30
WDJ003724.81+044957.54,2.55E+18,0.990768,0.518606,0.618283,1.96E-01,0.531823,0.169968,0.471015,0.194736,294.5455,0.152753,4.71E+15,1.17E+30
WDJ004644.96+205830.14,2.80E+18,0.99568,0.349558,0.618469,1.61E-01,0.520851,0.131967,0.479755,0.147785,249.5143,0.0872197,2.69E+15,1.17E+30
WDJ002652.19-494343.49,4.97E+18,0.998493,0.094695,0.618584,3.14E-02,0.547943,0.036468,0.528034,0.043451,147.6402,0.0139808,4.31E+14,1.17E+30
WDJ002614.91+112617.99,2.75E+18,0.94337,0.951286,0.618621,2.65E-01,0.553795,0.292907,0.538008,0.341821,389.226,0.3702651,1.14E+16,1.17E+30
WDJ003304.64-724414.16,4.69E+18,0.996737,0.547038,0.618791,1.58E-01,0.559545,0.158962,0.551152,0.172398,371.5766,0.2032665,6.27E+15,1.17E+30
WDJ004502.14+483431.23,3.91E+17,0.998499,0.316417,0.618821,3.85E-01,0.629939,0.339326,0.633918,0.338029,447.2172,0.1415071,4.37E+15,1.17E+30
WDJ003514.63+662745.54,5.28E+17,0.963919,0.970697,0.618948,3.41E-01,0.548324,0.326082,0.489507,0.295572,302.7437,0.2938723,9.07E+15,1.17E+30
WDJ003620.83+092357.82,2.75E+18,0.989542,0.43088,0.618963,1.58E-01,0.528923,0.120971,0.481199,0.110862,222.8477,0.0960206,2.96E+15,1.17E+30
WDJ004113.07+480525.76,3.90E+17,0.989493,0.209673,0.618966,3.33E-01,,,,,772.8582,0.1620475,5.00E+15,1.17E+30
WDJ002854.08+445931.22,3.89E+17,0.951276,1.152691,0.619161,4.13E-01,0.576857,0.388305,0.512855,0.470812,534.6015,0.6162302,1.90E+16,1.17E+30
WDJ003859.45+333623.49,3.62E+17,0.99907,0.474024,0.619199,3.12E-01,,,,,597.1801,0.2830777,8.74E+15,1.17E+30
WDJ004955.12-241440.32,2.35E+18,0.963034,1.129347,0.619506,4.11E-01,0.539286,0.383374,0.483514,0.379048,451.368,0.509751,1.57E+16,1.17E+30
WDJ004225.97-371324.02,5.00E+18,0.999317,0.268537,0.619533,1.57E-01,0.652304,0.150299,0.658941,0.151743,416.743,0.1119109,3.45E+15,1.17E+30
WDJ005004.65+553230.75,4.24E+17,0.999806,0.052222,0.619655,1.74E-02,0.664989,0.025661,0.667426,0.025851,93.91071,0.0049042,1.51E+14,1.17E+30
WDJ004635.96-404247.09,5.00E+18,0.998683,0.076302,0.619695,4.18E-02,0.711802,0.039265,0.715323,0.039064,265.6723,0.0202713,6.26E+14,1.17E+30
WDJ002750.19+574147.14,4.22E+17,0.999328,0.115956,0.619729,4.55E-02,0.591731,0.061104,0.592186,0.061973,182.9752,0.0212171,6.55E+14,1.17E+30
WDJ002527.31+515439.61,4.19E+17,0.998768,0.300629,0.619792,1.31E-01,0.57742,0.148883,0.577755,0.151158,301.7144,0.0907041,2.80E+15,1.17E+30
WDJ003223.68-273544.78,2.32E+18,0.981356,0.92881,0.619815,3.08E-01,0.55449,0.291395,0.493366,0.261516,269.6216,0.2504272,7.73E+15,1.17E+30
WDJ003745.55-293049.48,2.32E+18,0.99866,0.456066,0.619976,1.74E-01,0.603193,0.187746,0.60322,0.188134,347.2212,0.1583558,4.89E+15,1.17E+30
WDJ004746.12-610903.66,4.90E+18,0.999109,0.376577,0.619982,2.27E-01,0.594747,0.292593,0.595515,0.298335,402.2769,0.1514882,4.67E+15,1.17E+30
WDJ003556.73-144554.48,2.37E+18,0.990592,0.817265,0.620098,2.16E-01,0.558767,0.205474,,,150.0372,0.1226202,3.78E+15,1.17E+30
WDJ004623.84+784303.32,5.65E+17,0.994819,0.217664,0.62025,8.17E-02,0.52307,0.060481,0.486405,0.056919,149.9214,0.0326325,1.01E+15,1.17E+30
WDJ004939.30-611346.94,4.90E+18,0.999668,0.28006,0.620262,1.59E-01,0.670475,0.217529,0.672149,0.219496,377.5948,0.1057492,3.26E+15,1.17E+30
WDJ002655.04+063538.87,2.75E+18,0.992197,0.138902,0.620268,2.71E-02,0.563475,0.027815,0.475164,0.007402,58.15879,0.0080784,2.49E+14,1.17E+30
WDJ003621.93-305337.66,2.32E+18,0.992472,1.152537,0.620277,2.76E-01,0.557412,0.25407,,,152.1427,0.17535,5.41E+15,1.17E+30
WDJ004906.70-401851.51,5.00E+18,0.99972,0.175985,0.620313,7.95E-02,0.651787,0.115929,0.653965,0.116527,265.8801,0.0467909,1.44E+15,1.17E+30
WDJ002709.21-524728.53,4.92E+18,0.999355,0.162643,0.620432,9.15E-02,0.609431,0.120924,0.610533,0.122174,269.4951,0.0438315,1.35E+15,1.17E+30
WDJ004001.46+073920.76,2.56E+18,0.959789,2.88341,0.620529,4.74E-01,0.558775,0.477478,,,305.4964,0.8808701,2.72E+16,1.17E+30
WDJ004538.53-673803.95,4.70E+18,0.979963,0.671101,0.620778,2.81E-01,0.547901,0.260735,0.49009,0.226092,265.8134,0.1783876,5.50E+15,1.17E+30
WDJ003550.79-625149.32,4.90E+18,0.97998,2.871777,0.620801,5.11E-01,0.547794,0.508753,,,235.3066,0.6757473,2.09E+16,1.17E+30
WDJ005013.78+251001.72,2.81E+18,0.997196,0.296953,0.620875,1.18E-01,0.534421,0.112613,0.514615,0.132432,230.1433,0.0683418,2.11E+15,1.17E+30
WDJ002844.14-051255.06,2.53E+18,0.996741,0.444459,0.620903,1.45E-01,0.553049,0.137894,0.531952,0.159529,253.234,0.1125521,3.47E+15,1.17E+30
WDJ004857.58+582521.27,4.25E+17,0.987839,0.865785,0.62094,4.23E-01,0.629173,0.505277,0.633159,0.507397,745.5119,0.6454529,1.99E+16,1.17E+30
WDJ004108.12-800038.14,4.63E+18,0.990376,0.566218,0.621051,2.92E-01,0.567561,0.297115,0.534134,0.366662,374.6019,0.2121063,6.55E+15,1.17E+30
WDJ004717.54+594359.27,4.27E+17,0.960984,0.820829,0.621089,3.10E-01,0.566217,0.364143,0.561299,0.396993,498.8138,0.4094407,1.26E+16,1.17E+30
WDJ004138.91+283318.96,2.81E+18,0.993275,0.905597,0.621293,3.82E-01,0.573821,0.43138,0.573913,0.437909,530.5328,0.4804489,1.48E+16,1.17E+30
WDJ002947.18-283552.97,2.32E+18,0.992379,0.098367,0.621412,2.76E-02,0.559847,0.027747,0.463462,0.004359,62.61442,0.0061592,1.90E+14,1.18E+30
WDJ003601.12-632054.98,4.90E+18,0.973981,0.993423,0.621489,4.70E-01,0.537518,0.470626,,,760.2692,0.7552688,2.33E+16,1.18E+30
WDJ002655.74+062349.78,2.75E+18,0.978646,1.099124,0.621497,4.11E-01,0.561989,0.416639,0.52399,0.492026,447.6589,0.4920326,1.52E+16,1.18E+30
WDJ003920.11-412024.38,4.99E+18,0.927074,1.476003,0.621537,6.03E-01,,,,,557.5232,0.8229056,2.54E+16,1.18E+30
WDJ004249.09+034700.10,2.55E+18,0.981665,1.763292,0.621573,3.79E-01,0.558079,0.378643,,,202.3321,0.3567703,1.10E+16,1.18E+30
WDJ004356.43+220635.14,2.80E+18,0.991536,0.68537,0.621608,1.51E-01,0.558943,0.133231,,,131.4081,0.0900632,2.78E+15,1.18E+30
WDJ003022.30+055728.90,2.56E+18,0.988296,0.489473,0.621626,1.56E-01,0.545539,0.125041,0.488847,0.113137,202.0279,0.0988872,3.05E+15,1.18E+30
WDJ004745.57-212837.95,2.35E+18,0.983277,1.979983,0.621672,3.38E-01,0.561051,0.337946,,,213.7,0.4231221,1.31E+16,1.18E+30
WDJ003142.68+131351.85,2.78E+18,0.999259,0.395706,0.621769,1.76E-01,0.659288,0.206508,0.66354,0.206904,459.7855,0.1819399,5.61E+15,1.18E+30
WDJ004328.71-292059.35,2.34E+18,0.940345,2.370492,0.621842,4.71E-01,0.575941,0.436327,,,153.7682,0.3645059,1.13E+16,1.18E+30
WDJ004224.61-423931.00,4.98E+18,0.985115,0.436851,0.621854,2.72E-01,0.554656,0.230514,0.470365,0.257672,295.0489,0.1288924,3.98E+15,1.18E+30
WDJ004345.89-205851.86,2.35E+18,0.997893,0.788024,0.621995,1.78E-01,0.57677,0.145888,,,84.44134,0.0665418,2.05E+15,1.18E+30
WDJ003955.75+552051.85,4.18E+17,0.98193,1.076464,0.622001,3.08E-01,0.562685,0.295046,0.474367,0.279903,278.0404,0.2993004,9.24E+15,1.18E+30
WDJ004242.12+085933.83,2.56E+18,0.991602,0.305249,0.622024,9.64E-02,0.558068,0.096007,0.462178,0.055237,129.9242,0.0396592,1.22E+15,1.18E+30
WDJ003014.49+274715.68,2.86E+18,0.997004,0.407251,0.622189,1.56E-01,0.575757,0.164269,0.564688,0.184806,292.369,0.1190676,3.67E+15,1.18E+30
WDJ003640.46+725248.37,5.37E+17,0.999264,0.17829,0.622228,8.41E-02,0.609333,0.130463,0.61094,0.132931,236.2909,0.0421283,1.30E+15,1.18E+30
WDJ002546.74-582223.94,4.91E+18,0.999716,0.146872,0.622397,7.02E-02,0.622859,0.108153,0.625156,0.110647,219.8576,0.0322909,9.96E+14,1.18E+30
WDJ004314.15+540341.16,4.18E+17,0.991905,0.280106,0.622632,1.08E-01,0.565496,0.109495,0.476413,0.072295,129.8259,0.036365,1.12E+15,1.18E+30
WDJ004041.29-600847.91,4.90E+18,0.988141,0.492621,0.622693,2.84E-01,0.526627,0.239819,0.48073,0.260855,313.4673,0.1544206,4.77E+15,1.18E+30
WDJ004316.02+154059.53,2.78E+18,0.992984,0.221212,0.623058,3.74E-02,0.562168,0.039535,,,74.70975,0.0165267,5.10E+14,1.18E+30
WDJ003225.96-524224.39,4.93E+18,0.99832,0.09741,0.623065,3.13E-02,0.545698,0.035142,0.521077,0.042247,138.2404,0.013466,4.16E+14,1.18E+30
WDJ003432.28+413339.54,3.81E+17,0.998922,0.298995,0.623157,2.09E-01,0.725507,0.345342,0.72688,0.347098,306.3416,0.0915946,2.83E+15,1.18E+30
WDJ002936.69-380542.82,5.00E+18,0.970706,1.061804,0.623165,4.25E-01,0.56167,0.415695,0.467695,0.381448,293.7362,0.3118902,9.62E+15,1.18E+30
WDJ005015.55-111233.83,2.38E+18,0.99098,0.817392,0.623227,2.49E-01,0.529495,0.220438,0.470244,0.256138,335.7475,0.2744373,8.47E+15,1.18E+30
WDJ003328.93+541910.27,4.18E+17,0.998146,0.28053,0.623473,1.98E-01,0.680447,0.177752,0.683465,0.176801,596.0579,0.1672121,5.16E+15,1.18E+30
WDJ003111.00-293604.10,2.32E+18,0.999342,0.393777,0.623587,1.88E-01,0.610353,0.224171,0.612005,0.228383,386.7474,0.1522922,4.70E+15,1.18E+30
WDJ003935.45+123452.38,2.78E+18,0.910986,1.351233,0.623723,3.69E-01,0.57003,0.331214,,,89.66044,0.1211521,3.74E+15,1.18E+30
WDJ002948.98-480018.44,4.98E+18,0.999244,0.094993,0.623879,3.51E-02,0.586671,0.043082,0.585907,0.044332,160.4472,0.0152414,4.70E+14,1.18E+30
WDJ004937.78-142631.89,2.37E+18,0.998054,0.943668,0.624115,2.61E-01,0.571166,0.275285,0.569558,0.283452,421.162,0.397437,1.23E+16,1.18E+30
WDJ003939.03-304700.90,2.32E+18,0.997415,0.819678,0.624145,4.55E-01,,,,,617.1682,0.5058791,1.56E+16,1.18E+30
WDJ003546.05+182046.73,2.79E+18,0.982403,0.726833,0.624229,2.51E-01,0.548825,0.221513,0.487842,0.203482,257.0804,0.1868545,5.77E+15,1.18E+30
WDJ004707.09-384534.17,5.00E+18,0.996227,0.287389,0.624269,1.58E-01,0.535224,0.138023,0.502454,0.155017,289.2971,0.0831408,2.57E+15,1.18E+30
WDJ004524.13-823428.89,4.63E+18,0.996039,0.296433,0.624286,7.22E-02,0.560074,0.071113,,,81.80435,0.0242495,7.48E+14,1.18E+30
WDJ003923.85-414449.46,4.99E+18,0.995289,0.05954,0.624306,1.76E-02,0.546679,0.016559,0.461794,0.001003,64.52864,0.003842,1.19E+14,1.18E+30
WDJ003210.29-060304.22,2.53E+18,0.999324,0.160788,0.624478,4.45E-02,0.595972,0.054455,0.596133,0.054403,153.2241,0.0246366,7.60E+14,1.18E+30
WDJ003429.64+085210.17,2.75E+18,0.977651,0.891816,0.624488,3.21E-01,0.554093,0.292938,0.477598,0.332893,352.4539,0.314324,9.70E+15,1.18E+30
WDJ003013.45-742920.01,4.69E+18,0.999577,0.401479,0.624583,1.92E-01,0.70169,0.255233,0.702833,0.258628,459.1233,0.1843283,5.69E+15,1.18E+30
WDJ003530.33-080905.69,2.43E+18,0.996798,0.21263,0.624685,4.91E-02,0.536869,0.050123,0.490621,0.039622,116.61,0.0247948,7.65E+14,1.18E+30
WDJ004848.27+570521.03,4.24E+17,0.991108,0.360838,0.624808,1.32E-01,0.567071,0.11566,0.477418,0.09061,165.5479,0.059736,1.84E+15,1.18E+30
WDJ003115.11+083005.09,2.75E+18,0.996582,0.450353,0.624862,1.66E-01,0.572586,0.175978,0.569944,0.185542,294.4968,0.1326275,4.09E+15,1.18E+30
WDJ004446.89-034607.35,2.53E+18,0.992355,0.690348,0.624985,2.15E-01,0.529054,0.173126,0.480544,0.17013,262.8387,0.1814502,5.60E+15,1.18E+30
WDJ003025.59-640652.89,4.90E+18,0.984354,0.546757,0.625,2.72E-01,0.549365,0.241525,0.488279,0.226103,301.9988,0.16512,5.10E+15,1.18E+30
WDJ003229.96+325227.68,2.86E+18,0.988876,0.647194,0.625092,2.39E-01,0.554659,0.218632,0.493703,0.252834,332.9229,0.2154657,6.65E+15,1.18E+30
WDJ003116.54+511707.88,4.16E+17,0.973129,1.773753,0.625138,3.00E-01,0.566022,0.277109,,,165.9272,0.2943136,9.08E+15,1.18E+30
WDJ002735.54+130520.74,2.76E+18,0.937839,1.441156,0.625455,5.00E-01,,,,,625.5634,0.9015342,2.78E+16,1.18E+30
WDJ004954.98-071240.64,2.52E+18,0.997923,1.444934,0.625607,2.05E-01,0.590629,0.190148,,,77.36446,0.1117865,3.45E+15,1.18E+30
WDJ004511.24+090446.12,2.56E+18,0.99252,0.259519,0.625646,4.59E-02,0.566809,0.046801,0.477612,0.021711,85.54173,0.0221997,6.85E+14,1.18E+30
WDJ003040.14+661915.58,5.28E+17,0.991521,0.188895,0.625662,5.35E-02,0.566273,0.054462,0.474013,0.025563,108.6592,0.0205252,6.33E+14,1.18E+30
WDJ003724.35-734800.07,4.69E+18,0.993164,0.232011,0.625737,7.90E-02,0.567701,0.085703,0.541922,0.087072,211.8402,0.0491493,1.52E+15,1.18E+30
WDJ004409.33+321504.60,3.61E+17,0.997121,0.251152,0.625747,8.70E-02,0.54162,0.082214,0.523786,0.092255,221.872,0.0557236,1.72E+15,1.18E+30
WDJ003939.79+711212.36,5.36E+17,0.987275,0.40213,0.625767,1.84E-01,0.559702,0.156799,0.463066,0.128346,215.5471,0.086678,2.68E+15,1.18E+30
WDJ003051.29+470716.44,3.89E+17,0.990923,0.3075,0.625815,1.16E-01,0.556577,0.094589,0.491871,0.071391,166.473,0.0511905,1.58E+15,1.18E+30
WDJ003250.09-821740.65,4.63E+18,0.993518,0.337405,0.625986,1.23E-01,0.566163,0.111516,,,139.7021,0.0471362,1.45E+15,1.18E+30
WDJ003611.25+180709.16,2.79E+18,0.981298,0.99071,0.626005,2.92E-01,0.540724,0.284125,0.50666,0.328394,430.3737,0.4263755,1.32E+16,1.18E+30
WDJ004126.03-222102.29,2.35E+18,0.996838,0.034982,0.626022,8.78E-03,0.562782,0.008523,,,9.093058,0.0003181,9.82E+12,1.18E+30
WDJ002911.69+333612.48,2.86E+18,0.987535,0.654286,0.626034,2.81E-01,0.559597,0.268768,0.50617,0.324076,342.7812,0.2242769,6.92E+15,1.18E+30
WDJ002836.07+215059.83,2.80E+18,0.994378,0.282764,0.626192,1.38E-01,0.534672,0.102759,0.485571,0.098047,174.5675,0.0493614,1.52E+15,1.18E+30
WDJ002859.49+141405.76,2.78E+18,0.980383,1.50711,0.626224,3.53E-01,0.58497,0.342355,0.488307,0.316903,281.978,0.4249717,1.31E+16,1.18E+30
WDJ003436.33+072014.11,2.56E+18,0.998302,0.353335,0.626227,1.33E-01,0.569899,0.13244,0.569426,0.135585,278.1139,0.0982674,3.03E+15,1.18E+30
WDJ003127.18+260640.03,2.81E+18,0.989767,0.614566,0.626419,2.32E-01,0.56409,0.214093,0.475419,0.191729,192.6435,0.1183921,3.65E+15,1.18E+30
